Student_ID,Age,Gender,Study_Hours_per_Week,Preferred_Learning_Style,Online_Courses_Completed,Participation_in_Discussions,Assignment_Completion_Rate (%),Exam_Score (%),Attendance_Rate (%),Use_of_Educational_Tech,Self_Reported_Stress_Level,Time_Spent_on_Social_Media (hours/week),Sleep_Hours_per_Night,Final_Grade
S06292,27,Female,49,Reading/Writing,18,No,66,100,51,Yes,High,17,4,A
S06293,24,Male,41,Reading/Writing,16,No,67,99,100,Yes,Low,5,4,A
S06294,21,Female,23,Reading/Writing,7,Yes,98,97,79,Yes,Medium,23,8,A
S06295,21,Female,38,Auditory,15,Yes,85,94,80,Yes,High,11,7,A
S06296,18,Male,12,Reading/Writing,8,Yes,87,45,98,Yes,High,30,6,D
S06297,19,Male,5,Visual,1,No,83,64,90,Yes,High,17,4,C
S06298,29,Female,22,Reading/Writing,16,No,50,62,90,Yes,Medium,7,7,C
S06299,22,Male,45,Auditory,0,No,98,71,52,Yes,High,13,7,B
S06300,18,Male,38,Auditory,10,Yes,89,72,100,Yes,Medium,30,9,B
S06301,22,Male,28,Auditory,12,Yes,96,75,77,Yes,High,16,10,B
S06302,27,Male,39,Reading/Writing,6,No,67,74,53,No,Low,18,9,B
S06303,28,Male,11,Auditory,2,No,50,60,50,Yes,High,27,10,C
S06304,18,Male,47,Auditory,9,No,50,43,97,Yes,Medium,2,9,D
S06305,25,Male,24,Kinesthetic,5,Yes,61,95,98,Yes,High,13,4,A
S06306,23,Female,27,Reading/Writing,13,No,58,40,80,Yes,Medium,13,8,D
S06307,25,Female,48,Kinesthetic,16,No,99,62,73,No,High,13,10,C
S06308,28,Female,19,Kinesthetic,3,No,52,89,51,No,Medium,13,9,A
S06309,28,Female,26,Reading/Writing,5,Yes,70,91,91,Yes,Medium,9,7,A
S06310,25,Other,18,Auditory,14,Yes,83,68,60,No,Low,0,9,C
S06311,18,Male,43,Kinesthetic,14,No,88,42,79,Yes,High,21,8,D
S06312,21,Female,9,Visual,7,Yes,75,78,80,Yes,Medium,5,10,B
S06313,20,Female,13,Kinesthetic,12,No,73,42,82,Yes,Low,12,5,D
S06314,29,Other,35,Auditory,12,Yes,85,92,91,No,Low,8,7,A
S06315,19,Female,16,Reading/Writing,11,Yes,72,57,60,No,High,7,6,C
S06316,20,Female,22,Visual,4,Yes,54,91,97,No,High,24,9,A
S06317,18,Female,47,Kinesthetic,5,No,62,99,79,No,Medium,26,8,A
S06318,28,Male,13,Kinesthetic,15,Yes,73,58,84,Yes,Low,11,5,C
S06319,25,Female,31,Kinesthetic,15,No,97,96,82,Yes,Medium,17,10,A
S06320,18,Other,6,Kinesthetic,14,No,96,69,98,Yes,High,1,10,C
S06321,20,Male,36,Reading/Writing,7,Yes,50,46,94,Yes,High,22,7,D
S06322,29,Female,49,Kinesthetic,6,Yes,83,92,96,Yes,High,7,5,A
S06323,23,Male,5,Reading/Writing,6,Yes,78,93,80,Yes,Low,19,5,A
S06324,25,Male,28,Kinesthetic,2,Yes,59,50,50,No,Low,0,10,D
S06325,18,Female,27,Visual,18,Yes,78,54,72,Yes,Medium,28,7,D
S06326,19,Male,39,Kinesthetic,7,No,78,95,91,Yes,High,19,4,A
S06327,20,Male,25,Visual,6,No,69,99,84,Yes,Medium,1,4,A
S06328,19,Male,34,Auditory,11,No,82,43,93,Yes,Medium,1,8,D
S06329,20,Other,15,Auditory,16,No,90,100,100,Yes,High,30,6,A
S06330,21,Female,11,Auditory,3,Yes,59,52,50,Yes,High,7,10,D
S06331,28,Female,32,Auditory,11,No,82,69,100,No,Medium,17,9,C
S06332,28,Female,43,Kinesthetic,13,No,97,64,88,Yes,Medium,8,8,C
S06333,26,Male,5,Reading/Writing,15,Yes,84,75,68,No,Low,10,7,B
S06334,19,Female,30,Auditory,6,Yes,74,50,90,No,Medium,18,9,D
S06335,23,Female,40,Visual,20,No,81,87,65,No,Medium,24,8,A
S06336,29,Male,23,Visual,20,No,81,76,59,Yes,Medium,9,8,B
S06337,18,Female,29,Kinesthetic,5,Yes,55,89,93,Yes,High,1,4,A
S06338,28,Male,41,Kinesthetic,9,Yes,53,41,51,Yes,High,29,4,D
S06339,21,Female,9,Kinesthetic,0,Yes,72,92,83,No,Low,21,6,A
S06340,22,Female,32,Reading/Writing,1,Yes,65,47,87,Yes,Medium,14,10,D
S06341,22,Male,38,Auditory,8,Yes,53,88,92,Yes,Medium,15,10,A
S06342,22,Male,16,Auditory,20,No,89,83,70,Yes,Medium,30,8,B
S06343,22,Female,18,Auditory,16,No,93,82,91,Yes,High,11,8,B
S06344,22,Male,23,Reading/Writing,0,No,85,90,67,No,Low,30,6,A
S06345,24,Female,14,Reading/Writing,6,Yes,95,55,88,Yes,Medium,9,6,C
S06346,20,Female,21,Kinesthetic,8,Yes,95,44,91,Yes,Low,13,5,D
S06347,24,Female,25,Visual,5,Yes,56,100,92,Yes,High,28,7,A
S06348,21,Female,37,Auditory,19,No,54,61,92,Yes,Medium,10,4,C
S06349,29,Male,6,Visual,6,No,97,74,79,No,High,29,5,B
S06350,29,Female,37,Auditory,15,No,73,46,60,Yes,Medium,9,5,D
S06351,24,Male,20,Visual,3,No,68,93,53,Yes,Medium,3,5,A
S06352,24,Male,8,Reading/Writing,17,Yes,89,48,91,Yes,Medium,5,4,D
S06353,24,Female,13,Kinesthetic,3,Yes,64,45,99,No,Medium,9,10,D
S06354,26,Male,18,Reading/Writing,1,Yes,65,46,53,No,Medium,26,4,D
S06355,20,Female,16,Visual,7,Yes,57,56,77,Yes,High,4,7,C
S06356,22,Female,36,Kinesthetic,19,No,71,53,95,Yes,Medium,26,9,D
S06357,18,Female,36,Visual,5,Yes,67,79,92,Yes,Medium,19,9,B
S06358,20,Male,31,Reading/Writing,8,No,54,58,98,Yes,Medium,5,9,C
S06359,23,Male,39,Reading/Writing,14,No,50,65,91,Yes,Low,4,8,C
S06360,24,Female,7,Kinesthetic,8,No,61,41,70,Yes,Medium,23,6,D
S06361,28,Female,13,Kinesthetic,9,No,70,42,64,Yes,Medium,29,8,D
S06362,25,Female,40,Auditory,7,Yes,57,80,70,No,Medium,18,10,B
S06363,21,Male,39,Kinesthetic,1,No,79,99,98,Yes,Low,2,6,A
S06364,21,Male,49,Kinesthetic,20,Yes,90,77,57,Yes,Low,6,4,B
S06365,29,Female,36,Reading/Writing,13,Yes,78,56,99,No,Medium,2,5,C
S06366,28,Female,23,Visual,16,No,78,42,96,No,Medium,21,4,D
S06367,21,Male,6,Auditory,13,Yes,99,44,63,No,Low,28,9,D
S06368,20,Female,33,Visual,1,Yes,96,70,57,Yes,High,1,4,B
S06369,25,Female,27,Kinesthetic,2,Yes,98,54,58,Yes,Low,0,8,D
S06370,27,Female,19,Auditory,10,No,54,86,63,No,Medium,14,9,A
S06371,22,Female,35,Auditory,0,Yes,80,75,54,No,Low,13,5,B
S06372,20,Female,14,Visual,20,No,68,65,98,Yes,Low,13,4,C
S06373,18,Male,8,Reading/Writing,10,Yes,68,64,94,Yes,Low,22,8,C
S06374,22,Male,8,Reading/Writing,6,Yes,94,70,89,Yes,Medium,2,6,B
S06375,21,Male,39,Kinesthetic,20,Yes,78,96,58,No,Low,25,5,A
S06376,19,Other,32,Visual,0,No,50,54,64,Yes,Medium,14,9,D
S06377,23,Female,17,Reading/Writing,19,No,73,79,63,Yes,High,27,7,B
S06378,23,Female,31,Kinesthetic,12,No,56,42,87,Yes,Medium,0,10,D
S06379,27,Female,18,Kinesthetic,18,No,53,82,74,No,Medium,1,5,B
S06380,27,Female,23,Reading/Writing,5,No,77,93,54,Yes,Low,26,9,A
S06381,28,Male,37,Visual,15,Yes,87,58,57,Yes,Low,13,8,C
S06382,29,Female,24,Visual,2,Yes,52,98,86,Yes,Medium,19,9,A
S06383,18,Female,26,Auditory,15,No,95,81,50,Yes,Medium,26,6,B
S06384,20,Male,46,Auditory,9,No,63,61,58,No,Medium,10,7,C
S06385,23,Female,47,Kinesthetic,1,Yes,62,44,66,Yes,Medium,25,9,D
S06386,22,Male,27,Visual,8,Yes,91,77,90,Yes,Medium,11,7,B
S06387,26,Male,13,Auditory,14,No,75,77,56,Yes,Medium,6,5,B
S06388,22,Female,45,Kinesthetic,17,Yes,99,74,73,No,Low,10,10,B
S06389,28,Female,18,Reading/Writing,15,No,81,79,69,No,Medium,1,10,B
S06390,20,Male,25,Auditory,19,No,98,95,95,Yes,Medium,6,8,A
S06391,23,Female,23,Auditory,17,Yes,61,70,82,Yes,Medium,11,4,B
S06392,26,Male,40,Kinesthetic,18,No,62,87,71,No,Medium,0,6,A
S06393,21,Male,8,Visual,1,No,65,67,90,Yes,Low,20,8,C
S06394,19,Female,7,Kinesthetic,11,Yes,57,87,92,Yes,Medium,21,4,A
S06395,24,Female,21,Kinesthetic,3,Yes,90,57,73,Yes,Medium,10,6,C
S06396,23,Other,11,Kinesthetic,0,No,74,40,69,Yes,Medium,12,8,D
S06397,22,Male,48,Auditory,15,Yes,63,85,93,Yes,Medium,8,7,A
S06398,20,Male,43,Auditory,13,No,76,71,73,Yes,Medium,13,6,B
S06399,22,Male,24,Kinesthetic,17,Yes,62,100,86,Yes,High,9,7,A
S06400,27,Female,9,Reading/Writing,0,Yes,86,90,77,Yes,Medium,12,8,A
S06401,20,Female,6,Kinesthetic,11,Yes,97,86,77,No,Low,19,4,A
S06402,24,Female,47,Kinesthetic,7,Yes,99,54,60,No,High,7,9,D
S06403,23,Male,32,Kinesthetic,13,Yes,79,99,51,Yes,Low,18,8,A
S06404,21,Male,36,Kinesthetic,5,Yes,100,63,68,Yes,Low,11,9,C
S06405,22,Male,42,Reading/Writing,20,Yes,76,53,87,No,High,0,6,D
S06406,29,Male,24,Reading/Writing,5,No,93,80,50,Yes,High,7,7,B
S06407,22,Male,17,Reading/Writing,17,No,82,44,96,Yes,Low,16,4,D
S06408,24,Male,40,Reading/Writing,20,No,72,72,86,Yes,Medium,13,7,B
S06409,21,Male,5,Auditory,10,Yes,85,75,50,Yes,Low,20,8,B
S06410,21,Male,23,Visual,18,No,88,55,85,Yes,Medium,13,4,C
S06411,22,Male,15,Reading/Writing,5,No,92,81,55,Yes,Low,11,8,B
S06412,26,Male,49,Visual,0,Yes,57,59,77,No,Medium,14,4,C
S06413,27,Male,24,Visual,4,Yes,90,98,76,Yes,Medium,29,9,A
S06414,24,Male,16,Auditory,16,No,65,67,98,No,Low,1,7,C
S06415,27,Male,14,Reading/Writing,4,Yes,70,78,82,Yes,Medium,5,10,B
S06416,26,Male,23,Visual,1,Yes,65,62,74,Yes,Medium,13,8,C
S06417,24,Female,47,Kinesthetic,5,Yes,75,54,72,Yes,Medium,17,10,D
S06418,28,Female,28,Visual,17,Yes,77,97,79,No,Medium,17,7,A
S06419,25,Female,45,Reading/Writing,19,No,90,58,64,No,Medium,19,9,C
S06420,22,Other,24,Reading/Writing,3,No,56,84,66,No,High,5,10,B
S06421,21,Other,24,Visual,12,Yes,96,40,52,No,Medium,13,10,D
S06422,21,Male,45,Reading/Writing,12,Yes,75,72,50,Yes,High,28,6,B
S06423,19,Female,33,Auditory,16,Yes,56,46,84,Yes,High,28,7,D
S06424,19,Male,5,Kinesthetic,0,Yes,52,60,61,Yes,Medium,2,4,C
S06425,26,Female,9,Reading/Writing,20,No,100,81,80,Yes,Medium,18,5,B
S06426,23,Female,9,Reading/Writing,12,Yes,89,72,75,Yes,Medium,26,10,B
S06427,20,Male,16,Reading/Writing,15,No,78,77,100,No,High,27,10,B
S06428,29,Male,39,Auditory,0,Yes,97,83,75,Yes,Low,28,4,B
S06429,22,Male,7,Auditory,5,No,81,45,62,Yes,Medium,28,5,D
S06430,19,Female,30,Visual,16,No,90,100,80,No,Medium,0,5,A
S06431,24,Female,9,Kinesthetic,13,No,93,88,84,Yes,High,26,6,A
S06432,22,Male,22,Visual,19,Yes,93,43,53,Yes,Medium,9,5,D
S06433,29,Female,23,Auditory,0,Yes,87,49,84,Yes,Low,4,8,D
S06434,19,Male,28,Visual,9,Yes,93,97,72,No,Medium,14,6,A
S06435,24,Male,31,Auditory,17,No,83,99,85,Yes,Low,11,8,A
S06436,22,Male,15,Visual,10,Yes,50,56,93,Yes,Low,0,5,C
S06437,22,Female,28,Auditory,7,Yes,94,91,57,No,Medium,23,6,A
S06438,21,Male,39,Visual,15,Yes,84,79,97,No,Medium,4,4,B
S06439,21,Female,37,Reading/Writing,19,Yes,54,62,98,No,High,18,9,C
S06440,27,Female,42,Reading/Writing,17,No,90,61,62,Yes,Medium,20,9,C
S06441,22,Male,40,Visual,5,Yes,97,54,71,No,Low,8,10,D
S06442,20,Male,32,Auditory,17,Yes,73,63,58,Yes,Low,11,10,C
S06443,18,Female,11,Reading/Writing,6,No,74,45,96,No,Medium,10,8,D
S06444,20,Female,12,Kinesthetic,3,No,90,66,80,Yes,Medium,10,9,C
S06445,29,Female,18,Reading/Writing,9,Yes,66,53,95,No,Medium,23,10,D
S06446,22,Male,29,Reading/Writing,12,No,90,78,99,Yes,Low,29,5,B
S06447,27,Male,38,Visual,17,Yes,67,55,99,Yes,Medium,27,10,C
S06448,27,Female,33,Kinesthetic,2,Yes,88,44,82,Yes,Medium,18,10,D
S06449,22,Other,37,Reading/Writing,4,No,50,89,76,Yes,Low,1,9,A
S06450,18,Female,43,Reading/Writing,15,No,97,49,83,Yes,Medium,4,9,D
S06451,23,Male,26,Visual,18,No,54,88,91,No,Medium,10,4,A
S06452,25,Female,39,Kinesthetic,1,Yes,71,53,74,Yes,Low,2,5,D
S06453,27,Female,30,Kinesthetic,6,Yes,62,80,70,Yes,Low,28,6,B
S06454,26,Female,17,Kinesthetic,3,Yes,74,45,79,Yes,Medium,13,6,D
S06455,27,Male,49,Reading/Writing,6,Yes,58,83,81,No,Low,2,9,B
S06456,27,Male,22,Visual,10,No,68,96,77,Yes,Low,24,4,A
S06457,27,Female,18,Reading/Writing,14,Yes,56,44,59,No,Medium,13,5,D
S06458,24,Female,16,Kinesthetic,5,Yes,53,74,97,No,Low,4,4,B
S06459,26,Male,46,Reading/Writing,14,Yes,98,86,91,Yes,Medium,7,9,A
S06460,26,Female,34,Reading/Writing,20,Yes,95,89,90,Yes,High,9,8,A
S06461,20,Male,45,Visual,20,No,67,96,60,Yes,Medium,13,10,A
S06462,18,Male,21,Visual,13,Yes,50,63,54,No,Medium,19,4,C
S06463,26,Male,13,Kinesthetic,11,No,99,82,86,Yes,High,16,9,B
S06464,21,Other,19,Auditory,20,No,87,86,58,Yes,Medium,5,8,A
S06465,18,Male,38,Auditory,3,Yes,98,75,68,Yes,Medium,25,5,B
S06466,27,Male,10,Reading/Writing,18,Yes,77,89,84,Yes,Low,25,7,A
S06467,23,Female,47,Reading/Writing,8,Yes,73,71,59,No,Medium,4,4,B
S06468,21,Female,28,Kinesthetic,3,Yes,98,71,97,Yes,Medium,2,6,B
S06469,23,Female,41,Reading/Writing,13,Yes,78,67,90,Yes,Low,12,5,C
S06470,29,Male,7,Kinesthetic,2,Yes,91,51,63,No,Medium,17,10,D
S06471,21,Male,13,Visual,0,Yes,63,54,78,No,Medium,2,9,D
S06472,28,Female,26,Visual,13,No,97,47,71,Yes,High,27,8,D
S06473,25,Female,45,Auditory,14,No,70,98,57,No,High,27,6,A
S06474,24,Male,30,Visual,16,Yes,57,71,54,Yes,Medium,18,7,B
S06475,26,Female,42,Reading/Writing,5,Yes,62,76,83,No,Low,12,6,B
S06476,26,Female,16,Auditory,11,No,76,51,75,Yes,Medium,22,10,D
S06477,21,Female,34,Reading/Writing,17,No,66,84,50,Yes,Medium,0,8,B
S06478,18,Female,37,Kinesthetic,18,No,98,93,67,Yes,Medium,8,9,A
S06479,19,Male,6,Kinesthetic,7,No,100,78,80,Yes,Low,27,4,B
S06480,26,Female,42,Kinesthetic,16,Yes,71,94,91,Yes,Medium,22,6,A
S06481,24,Male,30,Kinesthetic,1,Yes,52,78,80,No,Medium,4,10,B
S06482,28,Male,38,Kinesthetic,11,No,86,86,53,Yes,Medium,25,8,A
S06483,21,Male,42,Kinesthetic,4,Yes,95,46,84,Yes,Medium,27,8,D
S06484,19,Female,19,Auditory,1,Yes,78,69,82,Yes,Low,7,8,C
S06485,28,Male,38,Visual,15,Yes,70,70,83,Yes,Medium,30,7,B
S06486,25,Male,18,Kinesthetic,13,Yes,69,63,50,No,High,14,6,C
S06487,19,Male,22,Kinesthetic,8,No,100,87,86,Yes,High,23,4,A
S06488,20,Female,35,Auditory,20,No,86,88,79,No,Low,14,8,A
S06489,28,Female,8,Kinesthetic,12,Yes,53,54,65,Yes,Medium,6,10,D
S06490,22,Male,47,Reading/Writing,12,Yes,82,74,66,No,Medium,24,9,B
S06491,19,Male,23,Kinesthetic,20,No,87,53,56,Yes,Low,3,6,D
S06492,24,Female,32,Reading/Writing,15,Yes,89,70,87,Yes,Medium,28,6,B
S06493,22,Female,22,Reading/Writing,13,Yes,76,52,97,Yes,Medium,2,6,D
S06494,19,Female,43,Kinesthetic,12,Yes,74,94,83,Yes,Medium,18,5,A
S06495,22,Male,6,Kinesthetic,10,Yes,71,40,98,Yes,Low,30,9,D
S06496,18,Female,9,Kinesthetic,20,No,95,83,81,Yes,Medium,21,5,B
S06497,18,Male,47,Reading/Writing,2,No,53,70,66,Yes,Medium,1,7,B
S06498,20,Male,7,Auditory,4,No,76,61,61,No,Medium,15,7,C
S06499,21,Female,25,Auditory,3,No,96,50,85,Yes,Medium,22,9,D
S06500,19,Female,9,Visual,4,Yes,50,43,97,Yes,High,2,6,D
S06501,25,Female,20,Reading/Writing,16,No,93,44,68,Yes,Medium,6,5,D
S06502,29,Female,16,Reading/Writing,15,No,62,71,70,Yes,Medium,1,10,B
S06503,19,Female,40,Auditory,10,No,89,56,96,No,Medium,24,7,C
S06504,20,Male,12,Reading/Writing,12,Yes,86,77,88,Yes,Low,6,9,B
S06505,29,Male,16,Auditory,7,No,64,74,96,No,Low,18,10,B
S06506,28,Female,30,Reading/Writing,10,Yes,66,69,60,No,Medium,0,6,C
S06507,28,Female,37,Kinesthetic,10,Yes,93,57,67,Yes,Medium,4,8,C
S06508,27,Other,32,Visual,15,Yes,95,41,50,No,High,4,7,D
S06509,25,Female,30,Reading/Writing,12,No,78,47,97,Yes,Medium,26,5,D
S06510,25,Female,14,Kinesthetic,13,Yes,96,41,51,Yes,Medium,17,9,D
S06511,23,Female,24,Reading/Writing,5,No,97,95,60,No,High,2,4,A
S06512,20,Male,22,Kinesthetic,11,Yes,78,91,61,Yes,Medium,0,6,A
S06513,26,Female,12,Reading/Writing,2,Yes,54,93,75,Yes,High,0,7,A
S06514,18,Male,39,Kinesthetic,13,Yes,91,53,59,Yes,Low,28,4,D
S06515,24,Female,36,Reading/Writing,9,No,68,51,52,Yes,Low,17,10,D
S06516,25,Female,46,Visual,5,Yes,88,80,80,Yes,Medium,8,10,B
S06517,20,Male,19,Auditory,3,Yes,80,91,87,Yes,High,27,7,A
S06518,19,Female,43,Visual,3,No,59,69,83,Yes,Low,0,10,C
S06519,25,Female,23,Kinesthetic,19,Yes,86,41,71,Yes,Low,30,9,D
S06520,24,Male,44,Auditory,16,Yes,79,100,100,Yes,Medium,4,9,A
S06521,21,Female,5,Visual,18,Yes,69,53,56,Yes,Medium,25,8,D
S06522,27,Female,41,Kinesthetic,2,No,83,62,64,Yes,Low,26,6,C
S06523,22,Female,15,Auditory,18,Yes,97,61,64,Yes,Low,13,8,C
S06524,20,Male,35,Visual,5,Yes,89,92,90,Yes,Low,19,4,A
S06525,18,Male,31,Auditory,11,Yes,74,58,56,No,Medium,25,5,C
S06526,23,Male,33,Visual,13,Yes,74,100,91,Yes,Medium,22,10,A
S06527,19,Male,23,Reading/Writing,20,Yes,50,94,72,Yes,Medium,1,5,A
S06528,26,Male,47,Visual,18,Yes,63,44,97,Yes,Low,28,7,D
S06529,22,Female,49,Visual,20,No,51,43,77,Yes,Medium,14,4,D
S06530,22,Female,19,Auditory,8,Yes,91,63,74,Yes,Medium,15,10,C
S06531,28,Female,18,Visual,12,No,69,56,54,Yes,Medium,18,8,C
S06532,21,Female,11,Auditory,2,Yes,91,84,74,Yes,Medium,2,6,B
S06533,28,Male,47,Visual,1,Yes,78,96,66,Yes,Medium,5,6,A
S06534,18,Female,12,Kinesthetic,2,Yes,95,77,93,Yes,Low,8,4,B
S06535,24,Male,17,Visual,20,Yes,88,73,86,Yes,Medium,29,6,B
S06536,24,Male,15,Kinesthetic,19,Yes,96,78,69,Yes,Medium,20,9,B
S06537,29,Male,30,Auditory,6,Yes,60,56,54,Yes,Low,11,6,C
S06538,18,Male,5,Kinesthetic,7,Yes,95,99,68,No,Medium,2,10,A
S06539,22,Female,11,Reading/Writing,17,No,97,81,53,Yes,High,4,5,B
S06540,24,Male,10,Auditory,9,Yes,78,73,67,No,Medium,22,10,B
S06541,27,Male,28,Auditory,14,Yes,93,82,82,Yes,Low,5,4,B
S06542,20,Female,41,Kinesthetic,5,No,51,90,56,No,Medium,13,10,A
S06543,20,Female,35,Kinesthetic,12,No,91,63,87,Yes,High,19,5,C
S06544,24,Male,42,Auditory,7,No,74,72,74,Yes,High,16,9,B
S06545,29,Female,40,Kinesthetic,7,No,63,69,79,No,Medium,2,9,C
S06546,29,Male,17,Visual,6,Yes,71,61,82,Yes,High,6,8,C
S06547,19,Male,9,Kinesthetic,16,Yes,95,61,76,Yes,Low,19,10,C
S06548,29,Female,48,Kinesthetic,1,Yes,91,43,53,No,Low,5,7,D
S06549,18,Female,35,Visual,1,Yes,70,43,91,Yes,Low,0,10,D
S06550,29,Female,7,Visual,1,Yes,78,94,92,Yes,High,0,9,A
S06551,20,Male,26,Kinesthetic,0,Yes,50,42,87,No,Medium,23,6,D
S06552,25,Female,14,Visual,19,Yes,81,93,70,Yes,Low,21,10,A
S06553,28,Female,38,Visual,4,Yes,61,49,54,Yes,High,2,10,D
S06554,23,Male,33,Reading/Writing,6,Yes,89,60,81,Yes,High,26,9,C
S06555,24,Male,21,Visual,11,Yes,88,94,95,Yes,Medium,23,5,A
S06556,28,Female,12,Visual,5,Yes,78,63,76,No,Medium,12,7,C
S06557,18,Female,17,Auditory,15,Yes,58,78,93,No,Low,3,6,B
S06558,21,Male,45,Visual,1,No,89,55,68,No,Medium,26,10,C
S06559,22,Male,40,Reading/Writing,11,No,98,89,89,Yes,Medium,4,6,A
S06560,27,Male,33,Reading/Writing,2,Yes,93,73,100,No,Low,15,4,B
S06561,28,Female,11,Auditory,15,Yes,59,82,78,Yes,Low,9,6,B
S06562,27,Female,47,Visual,14,No,87,55,100,No,Low,0,5,C
S06563,19,Male,39,Visual,14,Yes,78,44,62,Yes,Low,21,10,D
S06564,26,Male,31,Kinesthetic,4,No,100,53,88,Yes,High,6,10,D
S06565,21,Male,39,Kinesthetic,12,No,91,76,64,Yes,Medium,21,7,B
S06566,19,Male,9,Auditory,13,No,50,44,69,Yes,High,4,5,D
S06567,26,Male,16,Kinesthetic,10,Yes,92,94,86,Yes,Low,0,8,A
S06568,20,Male,38,Auditory,19,No,73,99,95,Yes,High,9,6,A
S06569,25,Female,41,Reading/Writing,4,Yes,88,51,91,No,Medium,4,4,D
S06570,19,Female,32,Auditory,3,Yes,84,64,56,Yes,High,27,9,C
S06571,18,Male,16,Reading/Writing,15,Yes,100,98,86,Yes,Low,0,9,A
S06572,29,Male,43,Auditory,17,No,56,63,87,Yes,Medium,14,4,C
S06573,22,Male,48,Kinesthetic,6,Yes,77,81,100,No,Low,19,6,B
S06574,22,Female,23,Kinesthetic,4,No,67,43,66,Yes,Medium,0,8,D
S06575,23,Female,49,Reading/Writing,6,No,50,100,79,Yes,Medium,10,10,A
S06576,18,Other,28,Auditory,7,No,56,74,81,Yes,Medium,8,10,B
S06577,25,Female,32,Auditory,8,Yes,80,93,51,No,High,14,6,A
S06578,25,Other,43,Reading/Writing,17,No,58,62,99,Yes,Medium,24,6,C
S06579,29,Male,20,Reading/Writing,15,Yes,83,62,71,Yes,Medium,6,9,C
S06580,20,Male,12,Auditory,5,Yes,67,73,90,Yes,Low,13,10,B
S06581,26,Female,47,Auditory,8,Yes,99,88,81,No,High,8,5,A
S06582,21,Male,31,Visual,10,Yes,82,41,85,Yes,High,14,4,D
S06583,19,Male,6,Auditory,3,No,83,57,93,Yes,High,4,6,C
S06584,22,Female,35,Reading/Writing,14,Yes,83,81,80,No,Low,10,6,B
S06585,22,Female,49,Visual,13,Yes,71,73,57,No,Medium,18,6,B
S06586,25,Male,5,Auditory,7,No,70,44,57,Yes,Medium,8,9,D
S06587,18,Female,6,Auditory,20,No,98,43,64,No,Low,3,6,D
S06588,24,Male,37,Reading/Writing,15,Yes,71,65,86,Yes,Medium,5,5,C
S06589,29,Female,39,Kinesthetic,4,Yes,95,98,69,Yes,Medium,22,8,A
S06590,26,Male,37,Reading/Writing,8,Yes,80,64,59,No,High,15,7,C
S06591,21,Female,13,Auditory,18,No,76,51,86,Yes,Low,8,4,D
S06592,20,Female,6,Auditory,15,No,85,71,64,Yes,Low,9,5,B
S06593,27,Other,39,Kinesthetic,7,Yes,52,68,65,Yes,Low,5,8,C
S06594,22,Male,43,Auditory,12,Yes,52,77,87,No,Low,8,7,B
S06595,20,Female,46,Kinesthetic,18,No,86,67,64,Yes,Medium,22,5,C
S06596,26,Other,37,Kinesthetic,20,Yes,70,72,53,Yes,High,17,7,B
S06597,29,Female,36,Visual,19,Yes,94,51,73,Yes,Low,5,5,D
S06598,19,Male,33,Auditory,9,No,58,57,88,Yes,Medium,4,5,C
S06599,29,Male,23,Visual,13,Yes,77,53,51,Yes,Medium,10,6,D
S06600,29,Female,47,Auditory,8,Yes,82,80,62,Yes,Medium,30,6,B
S06601,20,Female,21,Visual,12,No,79,48,92,Yes,Low,17,4,D
S06602,27,Male,33,Reading/Writing,19,Yes,99,43,73,No,Low,8,7,D
S06603,27,Male,31,Auditory,8,No,77,87,66,Yes,High,24,4,A
S06604,23,Male,13,Visual,19,Yes,75,73,76,Yes,Medium,22,9,B
S06605,20,Other,11,Visual,8,Yes,80,63,55,Yes,High,13,9,C
S06606,22,Other,15,Auditory,17,Yes,90,61,95,No,Low,1,4,C
S06607,23,Female,19,Visual,7,No,65,54,63,Yes,Medium,29,7,D
S06608,23,Male,42,Kinesthetic,11,Yes,52,81,98,Yes,Medium,14,8,B
S06609,19,Female,48,Reading/Writing,3,Yes,67,71,64,Yes,Medium,28,8,B
S06610,22,Female,28,Reading/Writing,0,Yes,74,57,51,Yes,Medium,3,6,C
S06611,18,Male,49,Reading/Writing,10,Yes,71,89,89,No,Medium,26,7,A
S06612,21,Male,6,Visual,7,No,100,96,77,Yes,High,11,4,A
S06613,27,Male,10,Auditory,17,No,74,98,58,Yes,Medium,9,8,A
S06614,24,Female,21,Kinesthetic,2,Yes,96,78,65,No,Medium,7,8,B
S06615,25,Female,18,Reading/Writing,2,Yes,65,87,81,Yes,High,9,4,A
S06616,28,Male,10,Reading/Writing,2,No,82,67,56,Yes,Medium,18,9,C
S06617,26,Female,6,Visual,14,Yes,82,100,71,Yes,Medium,23,8,A
S06618,23,Male,17,Auditory,10,Yes,68,55,71,No,High,25,6,C
S06619,24,Male,10,Reading/Writing,0,No,54,44,64,Yes,High,14,5,D
S06620,23,Male,46,Auditory,2,No,98,57,53,Yes,High,22,6,C
S06621,22,Female,32,Auditory,4,No,97,74,65,Yes,Medium,6,7,B
S06622,28,Male,43,Reading/Writing,16,No,56,87,67,Yes,Medium,28,6,A
S06623,23,Male,48,Auditory,5,No,93,100,99,Yes,High,15,9,A
S06624,20,Female,17,Auditory,19,Yes,86,93,51,Yes,Medium,1,8,A
S06625,27,Male,20,Visual,17,Yes,83,100,78,Yes,Low,18,4,A
S06626,23,Male,9,Kinesthetic,7,No,87,99,57,Yes,Medium,2,9,A
